question,answer
XDR具备怎样的响应处置能力？,"深信服XDR平台提供响应原子操作，如杀死进程、隔离文件、禁用用户、终端隔离、注册表恢复等等，相较于传统粗暴的关机、断网处置，处置手段更精准、处置影响更小，避免对业务造成大幅影响。
在响应对象和筛选上深信服XDR通过响应对象智能推荐，对响应对象进行Attacker、C2、Scanner、Downloader等角色的划分，智能的推荐不同角色不同处置方式。同时内置SOAR微剧本，对简单的事件实现一键处置，提升安全运营效率也降低了运营人员门槛。
XDR平台同样支持自定义响应，终端会提供自定义IOA能力，用户可以有选择的设置能力以及对应响应的选项，自定义剧本编排，实现类似SOAR的响应方法。"
XDR的安全业务层具备哪些功能？,"深信服XDR的安全业务层从安全事件闭环全流程为出发点，为用户提供精准、简介的可视化，以及便捷、高效的业务交互页面。
从深信服提出的创新理念攻击面管理出发，XDR平台打破了传统厂商的资产管理和漏洞管理框架，从攻击者视角看来，能够被攻击者利用以发起攻击，进而对业务造成安全风险的所有攻击点，都是攻击面管理的内容，包含资产、脆弱性等等，维度更广泛，使得XDR平台在攻防对抗中更有主动权。支持对资产进行脆弱性评估，以及热点漏洞推送和自检能力，帮助用户在在攻防对抗中抢占先机。
平台的威胁调查中心提供日志、告警、事件管理功能，平台集中化了所有孤立的端网安全事件和威胁告警，进行统一管理。支持针对各类事件，借助平台提供的工具和流程，实现不同事件不同处置过程规范性的跟踪管理。对日志、告警、安全事件实现多种筛选条件的检索。
安全闭环功能使得用户对威胁进行处置和响应。深信服XDR平台对于告警和安全事件提供ATT&CK矩阵中对应精准技战术的响应处置建议。同时支持在线实时聊天框或离线留言咨询攻防专家，获取云端专家支持。平台通过API接口，联动AF，EDR或CWPP，下发处理动作完成对告警事件的处置，提升业务系统的安全系数，及响应处置的速度与准确性。
配置设备管理可以管理与XDR对接的安全组件及对接数据，包括第三方组件，设备管理页面需要二次认证，保障平台及联动组件安全。
安全可视中心提供丰富的图表可视化，包括安全事件总览、监控大屏、自定义可视化中心，可清楚明晰安全态势和事件处置方向。"
XDR平台具有怎样的开放性？,"深信服XDR通过两种方式提供对外开放性：Open API和AppStore。
OpenAPI通过在底层实现RESTful API接口，与第三方组件形成数据上报、联动处置下发、事件告警外发三种模式的数据交换，达到第三方能基于API来做开发的目的。数据上报主要用于第三方组件上报自身日志、告警、事件，XDR再分析展示的场景。联动处置下发主要用于XDR对事件进行处置闭环时，对端侧和网侧组件进行处置策略的下发，进行诸如文件隔离、IP封禁等操作。事件告警外发主要用于XDR对接其他运营平台或数据中心，将告警或事件外发至第三方平台。整个数据交换过程使用标准的OAuth认证，保证数据传输过程中的安全。
AppStore管理应用的生命周期，具有可拔插、可扩展、模块解耦的特性。管理包括应用开发、上架、下架、订阅、安装、配置、卸载的全过程，在前端添加第三方应用的跳转，用户选取对应的应用进行订阅，点击跳转后直接转到第三方应用的页面，同时事件也同步至第三方应用，方便进行后续操作。第三方应用如雾帜、默安蜜罐等等，可以给XDR带来联动响应处置和自动化、漏洞扫描和发现、资产管理、流程管理、威胁狩猎、主动诱捕等等拓展功能。"
XDR平台的安全性是怎样的？,"深信服XDR作为一个安全检测和响应平台，并且支持本地化和SaaS化两种部署方式，打铁还需自身硬，自身的安全性是非常重要的。对于SaaS XDR，如何保障数据传输过程中的安全，保障数据安全，防止泄密和攻击者窃取是重中之重；对于本地化XDR，提升平台自身安全性，消除高危漏洞，是平台在攻防对抗场景中立足之根本。除此之外，联动组件认证、数据链路安全等等都是平台安全不可或缺的一部分。
数据安全方面，深信服XDR实现数据隔离、访问隔离、传输隔离三道防护。	
- 数据隔离：不同的租户的结果数据存储通过数据库命名空间隔离，XDR原始日志写入ClickHouse，不同租户通过不同表（分区）隔离；
- 访问隔离：不同租户通过不同的Web应用与服务访问租户自身的数据，安全能力消费数据湖不同租户的数据时采用不同路径（租户隔离）；
- 传输隔离：在传输过程中，不同租户的日志带有租户ID，进入消息队列中使用不同的租户TOPIC（不同路径）。
认证接口与数据传输接口相互独立，组件进行数据上报之前首先需要通过认证接口获取令牌Token，包含身份验证信息、设备Key等，平台的数据传输接口在接受数据之前，会首先进行令牌的校验，防止伪造和重复利用。
SaaS XDR复用托管云机房，本身就已经通过三级等保测评，在此基础上配备独立安全运维团队保障平台安全性，同时深信服安全蓝军、安服团队会持续对SaaS平台进行攻击演练，也会持续寻找外部机构做模拟攻击。在架构设计上建立加密兜底机制，即使真的被攻破黑客也无法解密。稳定性方面，基于托管云为底座，稳定性SLA达到99.9%，业务层有独立运维团队，进行平台各项指标、日志、资源监控，每月进行故障恢复演练。
深信服与XDR用户约定《XDR服务平台保密承诺》，承诺未经服务接收方书面同意，深信服不得以任何形式或任何方式将保密信息和/或其中的任何部分，披露或透露给任何第三方。深信服有义务妥善保管保密信息，不得擅自复制备份，并应避免泄露或遗失。深信服亦不得依据保密信息，就任何问题，向任何与服务接收方所需服务无关的第三方做出任何建议。“保密信息”包括但不限于：深信服基于为服务接收方提供XDR平台（Sangfor XDR）相关服务过程中所获取的服务接收方域名、业务系统等虚拟资产中所附带的、或服务接收方安全设备上报的网络安全信息、以及用户数据和业务相关信息等。"
XDR的安全可视化达到了什么程度？,"深信服XDR可视化以丰富的图形表格结合和多维度的统计，展示网络安全动态，并实现统计数据的反查、钻取和对比等。
１.安全风险总览
平台首页展示风险总览，包括安全事件总览、资产统计、接入设备展示包括不仅限于防火墙、探针、EDR、CWPP，待处置安全事件TOP5、云端威胁狩猎报告总览、攻击面TOP5、脆弱性资产TOP5、风险资产分布及风险资产发生趋势、待处置安全事件分布及安全事件发生趋势，可清楚明晰下一步处置方向。
2．监控大屏
监控大屏支持不同安全视角展示4个独立的大屏展示功能 ，包括安全告警态势大屏、资产态势大屏、综合安全态势大屏、攻击态势大屏等。面对不同用户和对象的需求可以展示不同大屏，一张屏幕看清当前安全运营全局态势。
3．可视化中心
可视化中心支持自定义，自定义分为可视化组件、仪表盘、报告三部分。
（１）可视化组件：包括资产范围、图表类型、聚合维度、度量模式、字段定义等。
（２）仪表盘：可圈定资产范围，内置安全告警试图、资产视图、脆弱性风险视图、风险资产视图等模板，展示图表样例包括条形图、水平条形图、趋势图、饼图、表格、指标、markdown等，可编辑背景及标题样式，可全局预览。
（３）报告：自定义报告生成，包括时间、报告组件、可视化模块、图标设置及文字编辑，可上传自定义页眉和自动化目录生成，支持预览和导出。"
XDR具备怎样的检测响应能力？,深信服XDR平台集中化了所有孤立的端网安全事件和威胁告警，进行统一管理。支持针对各类事件，借助平台提供的工具和流程，实现不同事件不同处置过程规范性的跟踪管理。
XDR的安全事件处理机制？,"安全事件的展示包括事件的名称、处置状态、事件等级、威胁标签、数据源等进行筛选展示，事件名称包含事件ID，事件类型标签，Threat Hunting标签等。安全事件详情总览，包括安全事件名称，安全事件等级、数据源、处置状态、事件编号、告警举证数、资产IP、事件描述等，同时提供ATT&CK命中缩略图、攻击故事线、告警详情、响应处置、攻击入口还原、业务攻击面分析的展示，可在详情总览实现一键封禁地址、隔离主机、咨询安全专家等更多操作。
    在事件页看到ATT&CK攻击矩阵攻击命中全景图，可清晰了解安全事件中被黑客技战术利用的情况，可查阅命中技术ID、命中次数、技术描述和参考来源，利用安全业界“通用语言”ATT&CK矩阵。
    通过安全事件详情查看攻击故事线、安全事件按照进程树的视角进行安全分析。可详细点开进程链中任意进程查看进程详情，包括基础信息、威胁告警、网络连接行为、文件行为、域名访问行为、模块加载行为。安全事件告警可查询事件聚合相关的举证信息，告警详情可展示告警描述、告警数据源、告警ID、攻击子类型、攻击阶段、检测引擎、关联事件数、最近发生时间和全部字段等。同时提供处置建议及ATT&CK缓解措施，支持一键封禁IP、标为误报、和其他更多操作。"
XDR安全事件展示形式？,"安全事件页面以列表形式展示：
(1)安全事件，客户关注的少量精准高威胁的高质量告警，可以是单条生成，或多条多类源告警聚合生成。安全事件处理导航栏支持以24小时、7天等频率展示该统计时间安全事件结列表；支持以15秒、1分钟、5分钟等刷新频率自动刷新展示安全事件，在重保等关键时期，可以设置自动刷新频率，不需要人为手动点击，省去重复性点击动作，帮助您更好聚焦安全事件研判。
(2)在安全事件导航栏支持以事件等级（严重、高危、中危、中危等）、事件定性（业务不规范、风险暴露、自动化攻击、病毒事件、内部渗透测试、上级监管事件、攻防演练事件、定性攻击事件等）、标签（事件标签如邮件攻击、账号爆破、流量异常等）、数据源（NDR、EDR、EDR&NDR、第三方等）以及处置状态进行初步筛选。
(3)如果需要更精准进行过滤，XDR提供简易模式搜索，按照可视化编程，筛选关键字填入对应参数进行快速过滤，让您更容易上手使用。
(4)针对安全事件的操作主要有以下几种，分别为：一键遏制、标记状态、发起工单、执行SOAR以及威胁根除。其中一键遏制代表联动组件对安全事件中威胁实体进行快速遏制；标记状态代表对安全事件进行状态标记，比如标为待处置、标为处置中、挂起、忽略等；发起工单代表创建的工单模板下发和流转处置任务，实现任务流程的可视化、提高团队协作效率；执行SOAR代表联动第三方设备处置，根据事先定义好的剧本编排进行自动化或半自动化事件处置流程，提升安全事件的标准化；威胁根除代表根据平台提取的全量事件威胁实体，彻底清除进程、注册表、WMI等持久化项，通常要求处置人员具备较强的安全分析能力。 "
如何威胁模拟的作用？,"主要用于快速生成XDR平台内置样例事件，产生安全告警以及安全事件，体验XDR平台安全分析能力以及研判模拟。威胁模拟一共有两种模式，分为样例事件体验以及下载测试脚本。
场景一：通过样例事件体验，平台直接生成样例安全告警、安全事件。
使用说明：点击安全事件处理->威胁模拟，在弹出窗口中点击立即体验。XDR平台在几秒之内生成样例数据，事件名称以样例事件开头，比如样例事件-Shiro反序列化攻击，可以通过条件快速进行过滤展示。
体验完成之后，可以勾选所有样例事件在标记状态中选择忽略，下次体验时重新通过上述方式生成样例事件。
场景二：通过下载测试脚本体验，本脚本主要用于在主机上模拟已失陷的场景，在主机上触发失陷主机恶意行为，上报至XDR之后进行关联分析，产生安全事件。
点击安全事件处理->威胁模拟按钮，在弹出窗口中点击去下载，在深信服社区中下载对应的测试脚本 XDR_POC_Script_V1.5.zip。将下载的样本在已安装了EDR或者CWPP的agent终端（推荐Windows10）上进行执行。为了真实模拟已失陷的场景下攻击绕过场景，需要在执行脚本前进行一些EDR(CWPP不需要)初始化操作。
EDR侧配置：EDR服务端(MGR)策略中心病毒查杀设置仅上报不处置，实时防护设置仅上报不处置。
最后需要到安装agent的终端（推荐Windows10）上取消告警弹窗。
完成初始化操作之后，在安装agent的终端（推荐Windows10）上双击运行样本，详细执行过程可参考弹出窗口中的视频。"
安全事件定性分析？,"用户能够经常看到XDR平台确实云端专家（XTH）在对于进行分析和看护，与原有XTH安全事件相比，对安全事件新增6W1H的事件定性分析，对安全事件的原因、目的、地点、时间、攻击者、方式进行详细描述。有了专家威胁定性，用户一眼就能看明白什么意思。安全事件按照进程树的视角进行安全分析安全事件详情页可以明显感知到。
DOP平台安全专家对安全事件进行审核后，给出专业事件分析详情。"
什么是虚拟端，其作用是什么？,"虚拟端，又称为虚拟E+N故事线。XDR提供一种模拟E+N故事线的能力，针对没有装端的纯网络侧数据，通过开启虚拟E+N按钮，能够模拟出进程链信息,这些模拟的进程链则是根据XDR知识库获取而来。安全事件价值持续提升，售前测试和日常使用能够更加有效地展示E+N的能力，清晰的看到如果装端时，可以呈现出的效果。"
云端安全专家有什么作用？,进入指定安全事件详情，右上角有“咨询安全专家”功能，主要是提供人工安全运营专家的咨询服务，给用户带来更多case by case的安全事件解读、分析、研判以及响应处置等运营指导。
安全告警分析？,"支持对告警的名称、攻击子类型、危害等级、主机IP、源IP、目的IP、攻击结果、处置状态、资产组等进行告警筛选，可对重点关注资产、重点关注告警类型、重点关注攻击者进行设置筛选和标示。
告警页面同样支持ATT&CK矩阵图映射，以及进程层面的可视化攻击链生成，对应有不同技战术的推荐响应处置操作。
威胁定性指对攻击目标、攻击者思维方式和攻击步骤进行分类和描述，以制定相应的安全策略和防御措施。
其中，XDR的威胁定性功能包含：事件威胁定性、告警威胁定性。
安全事件的威胁定型将事件分为六类：定向攻击、内部渗透测试、自动化攻击、病毒木马、 风险暴露、未定性威胁，可以通过不同的定性类型，对安全事件进行过滤。
定向攻击、内部渗透测试是优先级最高的场景，由于攻击链路较长，单靠产品无法实现完整处置及加固，需要安全人员结合自身对业务的了解，人工对攻击进行彻底处置及全方位的加固。
自动化攻击、病毒木马为第二优先级场景，这两类场景基本是低威胁的，产品可以直接进行自动处置，大部分情况无需人工介入处置。
风险暴露、未定性威胁为最低优先级的场景，这l两类场景往往安全测试或内部业务暴露出来了风险，安全人员仅需知会风险即可，无需立即处置。"
安全告警分类？,"安全告警的威胁定型将安全分为9类告警，分别为：
定向攻击：定向的渗透行为、隐蔽的攻击行为，常见于部分活跃的勒索团伙、数据窃取、APT组织活动。
攻防演练：由重保活动、红队服务产生的告警。
内部测试：由内部渗透测试、工具扫描、POC测试引起的告警。
监管通报：访问被监管单位、上级单位通报过的特殊IP、域名、网站等所产生的告警。
病毒：常见的病毒、木马、蠕虫行为，例如：挖矿、僵尸网络、流氓软件、感染型病毒，。
扫描器攻击：由工具类扫描器引发的告警，通常为攻击者的预先信息收集、漏洞验证行为，为后续攻击做准备。
脆弱性风险：由业务风险引发的告警，包含弱密码、未授权访问、未修复的漏洞等风险。
业务不规范：由于业务存在一定特殊性导致命中安全检测规则，所产生的业务误报。
其他威胁：包含无法直接定性的威胁、历史遗留告警、未配置告警定性字段的自定义规则所产生的告警（可通过配置优化）。
通过威胁定性能力，可以实现对各种攻击进行威胁分类，以让客户按需选择关注的威胁，降低运营成本。针对一些隐蔽的高级威胁入侵，安全人员需要通过狩猎才能发现线索，这时候，场景定性帮助安全人员过滤了大量的低威胁告警，后者就可以从剩余告警中挖掘到高价值告警了。以往的攻击，安全人员不敢一键处置，是因为怕处置不干净和处置不当，有了场景定性，安全人员可以根据各种攻击场景，制定相对应的响应策略，大大提高了处置效率。"
XDR与第三方设备的融合能力？,多源融合告警能力是讲XDR支持接入第三方设备，在告警详情中需要对深信服设备告警和第三方告警的融合处理能力。这样用户可以看到全网的安全设备的告警并能进行统一化的安全处置响应和研判，保障重点的高价值安全告警不会被漏过。
XDR的安全日志检索？,"支持对收集的日志进行检索，包括安全检测日志、安全审计日志以及第三方日志。
安全检测日志：未经规避的原始安全类的告警信息，通过原始安全检测设备上报上来的没有聚合和归并、降噪去误报的安全告警。包括网络安全日志、端点安全日志、IOA日志、端点行为日志等安全检测日志。
安全审计日志：产品原始采集的安全诗句，通过STA、Agent通过遥测、采集的原始数据协议信息。包括HTTP协议审计日志、DNS协议审计日志、HTTP协议登录审计日志等23类。
第三方日志：为通过第三方安全设备、操作系统、应用程序等第三方设备获取到的日志，作为XDR的举证、溯源数据参考，查看时可以根据访问方向进一步过滤日志。包括VPN用户日志、堡垒机用户日志、防火墙ACL日志、第三方管理员操作日志、第三方其他日志。"
XDR安全攻防对抗机制？,"日常的安全运营中，安全运营工程师总是受困于各种各样的病毒事件，分析研判的精力也被逐步消耗殆尽，这种类型的病毒、挖矿事件层出不穷，但处置优先级通常不高，无形之中也消耗了安全运营工程师的精力，让安全运营工程师疲于应对真正的高级威胁事件。
基于安全运营该现状，深信服XDR提供智能对抗用于解决大量病毒、挖矿等安全事件的处置闭环，针对一些置信度高的事件，进行自动封禁处置，将安全运营工程精力释放出来，用于面对高级威胁事件研判分析处置。
智能对抗提供基于实体的智能对抗，目前支持的实体有IP、域名、文件MD5。针对外网IP以及域名智能对抗结合组件引擎、威胁情报、规则库以及安全专家历史分析结论，加上XDR强大的云端算力进行评分，判断满足智能对抗条件自动联动AF对外网IP下发源地址以及目的地址的永久封禁规则；针对MD5智能对抗结合安全专家分析结论、EDR信誉库以及威胁情报进行评分，判断满足智能对抗条件自动联动EDR对病毒进行查杀，实体文件进行隔离。"
XDR安全攻防对抗常见场景？,"场景一：A客户发现最近办公网环境中大量电脑由于员工操作不规范，频繁出现终端感染病毒，在XDR上生成大量病毒事件，希望可以对这一类型办公终端感染病毒事件进行自动处置。
场景二：A客户在深信服XDR上开启智能对抗后自动处置终端感染的病毒，在日常运营过程中发现最近新上的内网业务使用了威胁情报中恶意域名，导致被XDR判断为符合智能对抗条件进行了自动封锁，希望对该业务域名进行放通，不进行自动处置。"
XDR安全攻防机制约束？,"智能对抗使用约束与限制细则如下：
(1)IP、域名、文件MD5实体处置方式。IP（外网、内网）：只支持AF封禁；域名：支持网侧AF封禁 + 端侧EDR拦截；文件：只支持EDR处置。
(2)白名单与黑名单。如果该IP、域名或文件存在于白名单中，不会下发自动处置；如果该该IP、域名或文件存在于黑名单中，即使能力部没有打标签，依然会下发自动处置；白名单优先级高于黑名单。
(3)智能对抗为会需要处置的实体打上自动处置标签。外对内：外网IP情报为黑,标记源IP为自动处置；告警为高危且高可信,标记源IP为自动处置。内对外：告警中，外网IP情报为黑，标记目的IP为自动处置；dns请求域名的情报为黑，标记域名为自动处置。文件MD5：告警中，告警类型为病毒，病毒文件情报为黑，标记文件为自动处置；事件中，进程或文件对应的文件情报为黑，标记为自动处置"
XDR如何隔离主机？,"隔离恶意主机防止病毒、木马等恶意代码的传播，保护网络数据安全。隔离主机导航栏允许您统一查看已被XDR联动EDR以及CWPP隔离的主机信息，包括隔离主机IP、关联告警、关联事件、隔离状态以及联动设备等，主机被成功隔离后才进行解除隔离操作。
例如XDR检出感染lemonduck挖矿安全事件，为防止病毒、木马等恶意代码的传播，优先对该事件的受影响资产192.168.81.96进行主机隔离。
在安全事件详情页面点击相应处置按钮，找到主机，勾选受影响主机，点击隔离主机按钮。
隔离成功后可以在隔离主机导航栏中看到已隔离主机列表，如下图所示
受影响主机安全事件处置完成后，需要恢复该主机的业务访问。点击检测响应->响应管理，在隔离主机中选中具体的隔离主机记录，点击“解除隔离”。
解除隔离成功后，可以看到对应的隔离主机记录从隔离主机列表中消失，并且对应主机网络通信正常。
例如XDR检出Rootkit，为减轻对业务安全潜在的威胁，优先对该事件的受影响资产192.168.81.45进行主机隔离。在安全告警分析导航栏勾选告警，点击隔离主机按钮。
隔离成功后可以在隔离主机导航栏中看到已隔离主机列表，如下图所示
受影响主机安全告警处置完成后，需要恢复该主机的业务访问。点击检测响应->>响应管理，在隔离主机中选中具体的隔离主机记录，点击“解除隔离”。
解除隔离成功后，可以看到对应的隔离主机记录从隔离主机列表中消失，并且对应主机网络通信正常。"
XDR如何禁封IP？,"封禁地址是指网络中将某个不安全的地址（如恶意网站、恶意IP地址等）加入黑名单，禁止访问。XDR联动AF下发网络侧封堵策略，封堵对象IP地址、URL、域名；支持提高安全运营响应效率。
需要注意的封禁地址中源IP为黑客IP，目的IP为受害者IP。
例如需要对经过AF设备的流量中禁止内网主机对域名www.360se[.]net的访问。
步骤一：点击响应管理->封禁地址导航栏，点击“新增”按钮，规则名称为禁止内网主机对域名www.360se.net的访问，封禁类型为域名，封禁时长为永久封禁，联动设备为已跟XDR对接的全部AF设备。
在XDR平台上封禁地址成功后，手动添加的封禁地址，关联告警跟关联时间均为手动，登录对应的AF设备控制台，在安全运营->黑白名单->黑名单->永久封锁名单看到XDR联动AF下发的封禁地址。
如果封禁时长非永久封禁，在安全运营->黑白名单->黑名单->临时封锁名单看到XDR联动AF下发的封禁地址。
XDR检测出安全事件，您需要对该事件中的攻击者以及实现主机恶意外联的域名进行快速封禁，实现对事件中威胁实体（外网IP/域名）的一键遏制。
点击安全事件处理导航栏，勾选需要处置的安全事件，点击一键遏制，在弹出窗口中默认网侧设备全选AF设备进行封堵，点击确定实现威胁的一键遏制。
一键遏制成功之后，安全事件状态变更为【已遏制】，通过响应管理->封禁地址查看封堵详情。如下图所示，一键遏制新增封禁地址会关联对应告警以及事件。
一键遏制的外网IP以及域名会被AF设备永久封禁，登录对应的AF设备控制台，在安全运营->黑白名单->黑名单->永久封锁名单看到XDR联动AF下发的封禁外网IP以及域名。"
XDR如何拦截域名？,"拦截域名是指阻止主机对特定域名的访问。拦截域名允许您统一查看已被组件（EDR/CWPP/AF）拦截的域名记录，目前该功能仅支持任意版本分布式XDR联动EDR3.0.35及以上版本、CWPP3.3.39B6及以上版本、AF老架构8.0.48版本、新架构8.0.79及以上版本生效。
通过响应管理->拦截域名导航栏统一查看XDR平台联动组件（EDR/CWPP/AF）拦截的域名信息，包括匹配方式、域名、生效资产、处置状态以及关联告警以及联动设备等信息，域名匹配方式分为全字符匹配以及作为域名结尾匹配两种，联动设备默认为该威胁上报设备。
 对于业务主机由于用户行为感染挖矿病毒，经常访问恶意域名，对于安全运营产生一定程度的干扰甚至被监管单位通报的场景一定都比较熟悉，对于这种场景下由于用户安全意识不足经常下载恶意文件导致挖矿无法根治，但会在一些检测平台上面频繁出现相关事件、造成告警干扰，希望可以从源头上封堵终端对该域名的访问。
比如资产10.10.10.11经常访问lplp.ab*bny.com、lplp.ha*qo.net等恶意域名，希望从对应的终端上就阻止发起恶意连接。点击具体安全事件详情->响应处置，勾选需要拦截的域名，点击处置域名。
选择联动终端（该终端需要安装EDR或者CWPP的agent）开始拦截域名，域名选择作为域名结尾匹配，生效资产以及联动设备默认都为对应的威胁信息上报设备，无需更改。
点击确定后，分布式XDR联动CWPP设备下发拦截规则到对应终端上，可以前往响应->拦截域名导航栏查看。
域名的拦截状态一般有拦截成功、拦截失败、拦截中、取消拦截中、取消拦截失败，其中需要注意的是拦截中跟取消拦截中状态代表XDR正在对联动的设备下发联动指令。
拦截域名下发成功之后就可以看到处置状态为拦截成功，对应的终端无法访问对应的域名，解决了上述场景中的告警干扰问题。"
XDR如何处置文件？,"处置文件是指将系统中将某个不安全的文件（如木马、病毒、后门软件等）进行隔离，禁止运行。
处置文件允许您查看已被EDR以及CWPP处置的文件列表，包括文件名称、MD5、病毒名称、病毒类型等，并且支持对已成功处置的文件进行解除隔离。
例如在安全告警分析中主机感染Rootkit病毒，需要对下载的文件进行处置。
步骤一：勾选具体告警，点击处置文件按钮，对威胁文件进行隔离。
等待处置完成后，对应告警状态会变成处置中（已处置文件），在响应管理->处置文件导航栏下，找到已被处置的文件列表。当文件的处置状态为处置成功时代表该文件已经完成处置。
处置文件导航栏中文件处置状态为处置成功才允许解除隔离。
若发现已处置的文件实际为业务软件，可点击解除隔离按钮，取消隔离该文件，让业务软件正常运行。
选中具体的文件，点击“解除隔离”按钮，看到对应的文件记录从处置文件列表中消失代表解除隔离成功。"
XDR如何信任文件？,"信任文件是处理因为业务不规范引发的业务安全误报的一种响应措施。如果您确认XDR检测显示为威胁文件实际上是正常业务软件，可通过信任文件功能对该文件进行添加信任，保障业务连续性同时减少告警干扰。
信任文件允许您查看已被EDR以及CWPP信任的文件列表，包括文件名称、MD5、所属资产、关联事件、关联告警等，并且支持对已信任的文件移除信任。
例如经过XDR检测到主机感染木马病毒，实际上因为业务软件不规范引起的业务安全误报
可以在响应管理->信任文件导航栏下看到对应信任文件记录。
如果确认已信任文件为恶意软件，通过移除信任，将文件移出信任文件列表"
XDR如何阻断进程？,"进程阻断是指终止或阻止计算机系统上的某个进程的执行，用于防止恶意软件，如病毒、木马、间谍软件等，对系统造成危害，以确保系统安全。
阻断进程导航栏允许您统一查看已被EDR以及CWPP阻断的进程历史记录。目前该功能仅支持任意版本分布式XDR联动EDR3.0.34及以上版本以及CWPP3.3.39B5及以上版本有效。
通过响应管理->阻断进程统一查看XDR平台联动EDR/CWPP阻断进程信息，包括阻断进程匹配条件、阻断进程匹配参数、阻断记录关联事件以及进程阻断状态等，其中阻断记录匹配条件允许选择PID+MD5(推荐）、进程名 、MD5 、进程路径，选定阻断进程匹配条件之后，匹配参数会自动补充，默认联动设备为该威胁上报设备，无需更改。
例如XDR检测到主机主机存在访问lemonduck挖矿的通信域名的异常行为，通过分布式XDR自动威胁实体提取，可以快速在安全事件详情响应处置导航栏中找到被提取出来的威胁实体。
通过初步研判主机通过powershell进程发起恶意外联，需要对该进程进行阻断，进而阻止恶意文件落地主机本地磁盘上，勾选powershell进程，点击阻断进程，通过PID+MD5方式联动设备进行进程阻断。
进程阻断结果将实时更新，可通过响应管理->阻断进程查看阻断记录。"
XDR的白名单管理？,"白名单管理是一种管理告警的方法，旨在识别和排除不重要的告警。白名单通常是一个维护的列表，其中包含被认为不需要任何操作的告警。在接收到告警时，如果告警被识别为在白名单中，则该告警将被忽略，不会导致任何响应。如果告警白名单得到了正确维护，则可以确保对重要告警进行响应，避免因不重要告警而忽略重要告警的情况。但是告警白名单管理也有一些挑战，例如维护白名单的正确性和合适性、确保白名单不被滥用等。因此，告警白名单管理需要经过认真规划和管理，以确保其安全性和有效性。
白名单管理支持多个加白指标结合使用，多个加白指标之间为与关系，白名单规则主要包括规则名称、指标内容、加白时长、创建人、创建时间以及启用状态等自定义规则关键信息；其中加白指标包括五元组、URL、文件名称、文件路径、文件MD5、X-Forwarded-For、CVE-ID、告警等级、确定性等级、检测引擎、风险标签、攻击、ATT&CK技术、收件人、发件人、设备来源、进程名称、用户、攻击结果、ATT&CK技术以及规则ID等。
新增成功白名单规则后，匹配上的安全告警处置状态将自动在XDR平台上显示成处置完成，需要谨慎操作！
如发现某条白名单过期或者不符合业务需求，应立即将对应的告警白名单移除或者禁用。勾选对应的规则名称，点击删除或者禁用，对应告警白名单则失效。"
XDR的自动化机制？,"深信服XDR平台提供了可视化的流程编排工具，可通过剧本的方式编排响应处置流程，一旦发现安全问题就立即启动预定义的剧本，快速将安全事件进行闭环，实现了根据不同类型的风险自动化执行不同的处置流程。
为了满足复杂的安全运维需求，系统内置了丰富的剧本节点，通过可视化形式拖拽节点，可以触发执行多样化的操作，实现快速、高效闭环。
依托SOAR模块，可统一构建自动化分析、响应、处置剧本，供相关责任人在流程推动时借助分权账号随时调用，全面提升研判、处置等工作时效性。沉淀过往决策指挥流程，通过自动化剧本替代信息收集、基础分析等繁复工作，为指挥决策提供客观依据及判定结果。
主要通过如下步骤进行剧本的处理判断：
（１）新建SOAR剧本，设置动作节点，选择资源。
（２）设置剧本，可选自动执行和手动执行，填写执行条件。
（３）选择安全事件，执行SOAR剧本。最后根据剧本返回的结果进行处置和判断。
剧本的启动执行支持2种方式，具体如下：
手动执行：与剧本相关联的事件发生后，在事件详情页面，工作流会显示剧本名称，并提示用户手动执行触发剧本。
自动执行：默认情况下，事件一旦发生，则立即触发执行剧本进行闭环处置。同时，也支持可选择性配置触发条件，当满足触发条件时，剧本才会自动执行。
以病毒事件为例，如何通过SOAR编排剧本的方式是事件产生--->事件初判--->前期处置--->溯源分析--->综合加固--->总结归档6个阶段实现事件响应处置闭环，将原来需要数小时完成的处置时长，缩短到10分钟以内，大大增加事件响应效率："
